name;X;Y;photo;desription
Honga Power Plant ;19.69148398184243;101.28016057071477;HongaPowerPlant.jpg;Hongsa power plant project is a backbone project under the framework agreement for the energy cooperation between Thailand and Laos. The part of it undertaken by CNEEC involved a total investment of about $1.68 billion
